,Dataset,Model,F1 Score,F1 Score Std,Training Time (s),Test Time (s)
203,X_train_1,Logistic Regression,0.5475728155339806,0.0,4.233960390090942,0.008086204528808594
204,X_train_1,Bagging (Logistic Regression),0.5504854368932038,0.0,25.140958309173584,0.035698890686035156
205,X_train_1,Random Forest Classifier,0.7397849462365591,0.0,35.45923686027527,0.3848726749420166
206,X_train_1,AdaBoost Classifier,0.6346067415730337,0.0,27.538431882858276,0.37539243698120117
207,X_train_1,SVC,0.21526418786692758,0.0,24.664361476898193,6.191740036010742
208,X_train_1,Stacking Classifier,0.4415300546448087,0.0,127.01265406608582,6.369066476821899
209,X_train_1,XGBoost Classifier,0.7754601226993866,0.0,9.221122980117798,0.028503894805908203
210,X_train_2,Logistic Regression,0.5220406141654285,0.0,4.437181711196899,0.008083343505859375
211,X_train_2,Bagging (Logistic Regression),0.5235032162295893,0.0,27.067437410354614,0.026549816131591797
212,X_train_2,Random Forest Classifier,0.741082668904742,0.0,35.96312141418457,0.3870267868041992
213,X_train_2,AdaBoost Classifier,0.6039076376554174,0.0,27.630236625671387,0.37793707847595215
214,X_train_2,SVC,0.19859961807765752,0.0,24.64474391937256,6.0387797355651855
215,X_train_2,Stacking Classifier,0.4436061863447756,0.0,124.90285348892212,6.788588285446167
216,X_train_2,XGBoost Classifier,0.7727815360127338,0.0,8.64411187171936,0.01462864875793457
217,X_train_3,Logistic Regression,0.5380564863571087,0.0,4.200274705886841,0.0011243820190429688
218,X_train_3,Bagging (Logistic Regression),0.5349952061361457,0.0,25.68031597137451,0.02378082275390625
219,X_train_3,Random Forest Classifier,0.7375527426160338,0.0,35.3268506526947,0.38729429244995117
220,X_train_3,AdaBoost Classifier,0.6071741032370954,0.0,27.610504388809204,0.37050938606262207
221,X_train_3,SVC,0.2055485498108449,0.0,24.186665058135986,6.223165035247803
222,X_train_3,Stacking Classifier,0.4519985057900635,0.0,124.39830255508423,6.308393239974976
223,X_train_3,XGBoost Classifier,0.7927999999999998,0.0,8.651703357696533,0.015475273132324219
224,X_train_0,Logistic Regression,0.5553869499241275,0.0,4.1939003467559814,0.004705667495727539
225,X_train_0,Bagging (Logistic Regression),0.5574102175012645,0.0,25.868436574935913,0.04415106773376465
226,X_train_0,Random Forest Classifier,0.7514298284205896,0.0,35.64923667907715,0.38718652725219727
227,X_train_0,AdaBoost Classifier,0.637546468401487,0.0,27.5534610748291,0.3808114528656006
228,X_train_0,SVC,0.22503328894806923,0.0,25.049837112426758,6.3468406200408936
229,X_train_0,Stacking Classifier,0.43956043956043955,0.0,127.22948169708252,6.442883014678955
230,X_train_0,XGBoost Classifier,0.7869529314616021,0.0,9.026002883911133,0.017756938934326172
231,X_train_1,Logistic Regression,0.5475728155339806,0.0,3.494547128677368,0.0009281635284423828
232,X_train_1,Bagging (Logistic Regression),0.5504854368932038,0.0,25.157273769378662,0.05918073654174805
233,X_train_1,Random Forest Classifier,0.7324185248713552,0.0,35.83477830886841,0.3923060894012451
234,X_train_1,AdaBoost Classifier,0.6346067415730337,0.0,27.728899717330933,0.37049055099487305
235,X_train_1,SVC,0.21526418786692758,0.0,24.675461053848267,6.767729759216309
236,X_train_1,Stacking Classifier,0.4415300546448087,0.0,125.9831178188324,6.522679328918457
237,X_train_1,XGBoost Classifier,0.7754601226993866,0.0,9.15876054763794,0.014925479888916016
238,X_train_2,Logistic Regression,0.5220406141654285,0.0,3.774820327758789,0.008393287658691406
239,X_train_2,Bagging (Logistic Regression),0.5235032162295893,0.0,27.150648593902588,0.06241273880004883
240,X_train_2,Random Forest Classifier,0.7332768839966131,0.0,34.968329668045044,0.3825263977050781
241,X_train_2,AdaBoost Classifier,0.6039076376554174,0.0,27.6000874042511,0.37325239181518555
242,X_train_2,SVC,0.19859961807765752,0.0,24.61065697669983,6.0390214920043945
243,X_train_2,Stacking Classifier,0.4436061863447756,0.0,124.8864254951477,6.781422853469849
244,X_train_2,XGBoost Classifier,0.7727815360127338,0.0,9.169646978378296,0.01782989501953125
245,X_train_3,Logistic Regression,0.5380564863571087,0.0,4.544171333312988,0.010470867156982422
246,X_train_3,Bagging (Logistic Regression),0.5349952061361457,0.0,25.669446229934692,0.08332967758178711
247,X_train_3,Random Forest Classifier,0.7416490486257928,0.0,35.69943833351135,0.385495662689209
248,X_train_3,AdaBoost Classifier,0.6071741032370954,0.0,27.734861850738525,0.3705916404724121
249,X_train_3,SVC,0.2055485498108449,0.0,24.29181170463562,6.052426099777222
250,X_train_3,Stacking Classifier,0.4519985057900635,0.0,123.82649779319763,6.272078990936279
251,X_train_3,XGBoost Classifier,0.7927999999999998,0.0,9.60515546798706,0.015741348266601562
252,X_train_0,Logistic Regression,0.5553869499241275,0.0,4.191327810287476,0.005597352981567383
253,X_train_0,Bagging (Logistic Regression),0.5574102175012645,0.0,25.78792643547058,0.04011106491088867
254,X_train_0,Random Forest Classifier,0.7549494060712715,0.0,35.52077555656433,0.38948941230773926
255,X_train_0,AdaBoost Classifier,0.637546468401487,0.0,27.48397660255432,0.3766958713531494
256,X_train_0,SVC,0.22503328894806923,0.0,25.035088300704956,6.354735374450684
257,X_train_0,Stacking Classifier,0.43956043956043955,0.0,127.45113468170166,6.505648851394653
258,X_train_0,XGBoost Classifier,0.7869529314616021,0.0,9.452261924743652,0.015603303909301758
259,X_train_1,Logistic Regression,0.5475728155339806,0.0,4.437179088592529,0.007752180099487305
260,X_train_1,Bagging (Logistic Regression),0.5504854368932038,0.0,25.072328805923462,0.04719352722167969
261,X_train_1,Random Forest Classifier,0.7353067353067354,0.0,35.355457067489624,0.38433265686035156
262,X_train_1,AdaBoost Classifier,0.6346067415730337,0.0,27.60709309577942,0.372849702835083
263,X_train_1,SVC,0.21526418786692758,0.0,24.621548891067505,6.28708028793335
264,X_train_1,Stacking Classifier,0.4415300546448087,0.0,126.09238266944885,6.587542295455933
265,X_train_1,XGBoost Classifier,0.7754601226993866,0.0,9.51488208770752,0.016814708709716797
266,X_train_2,Logistic Regression,0.5220406141654285,0.0,4.3551414012908936,0.0009014606475830078
267,X_train_2,Bagging (Logistic Regression),0.5235032162295893,0.0,27.193511486053467,0.05307173728942871
268,X_train_2,Random Forest Classifier,0.7398066414459856,0.0,35.06463813781738,0.40046262741088867
269,X_train_2,AdaBoost Classifier,0.6039076376554174,0.0,28.02223014831543,0.37709689140319824
270,X_train_2,SVC,0.19859961807765752,0.0,24.48868489265442,6.104200839996338
271,X_train_2,Stacking Classifier,0.4436061863447756,0.0,125.14199042320251,6.338903427124023
272,X_train_2,XGBoost Classifier,0.7727815360127338,0.0,9.203395128250122,0.01685309410095215
273,X_train_3,Logistic Regression,0.5380564863571087,0.0,4.275631427764893,0.0009329319000244141
274,X_train_3,Bagging (Logistic Regression),0.5349952061361457,0.0,25.699434518814087,0.05027627944946289
275,X_train_3,Random Forest Classifier,0.7435789473684211,0.0,35.760273456573486,0.38831210136413574
276,X_train_3,AdaBoost Classifier,0.6071741032370954,0.0,27.706984996795654,0.37334370613098145
277,X_train_3,SVC,0.2055485498108449,0.0,24.379566431045532,6.0125205516815186
278,X_train_3,Stacking Classifier,0.4519985057900635,0.0,124.03857684135437,6.236599683761597
279,X_train_3,XGBoost Classifier,0.7927999999999998,0.0,12.328712701797485,0.02109813690185547
